"model","iterations","Parameter","metric","species","value"
"naive",33,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",34,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",34,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",34,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",34,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",35,"rangeW2","RMSE","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",35,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",35,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",35,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",35,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",36,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",36,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",36,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",36,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",36,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",37,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",37,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",37,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",37,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",37,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",38,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",38,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",38,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",38,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",38,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",39,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",39,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",39,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",39,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",39,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",40,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",40,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",40,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",40,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",40,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",41,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",41,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",41,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",41,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",41,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",42,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",42,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",42,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",42,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",42,"rangeW2","RMSE","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",1,"stdW2","Bias","2","NaN"
"VSE",1,"stdW2","Bias","2","-0.0978680213826189"
"Detect",1,"stdW2","Bias","2","NaN"
"VSEDetect",1,"stdW2","Bias","2","-0.476861038536885"
"VSEDetectMisclass",1,"stdW2","Bias","2","-0.158171790783622"
"naive",2,"stdW2","Bias","2","NaN"
"VSE",2,"stdW2","Bias","2","598.292021708787"
"Detect",2,"stdW2","Bias","2","NaN"
"VSEDetect",2,"stdW2","Bias","2","-1.30220730888245"
"VSEDetectMisclass",2,"stdW2","Bias","2","-0.36033086097642"
"naive",3,"stdW2","Bias","2","NaN"
"VSE",3,"stdW2","Bias","2","1080.40595924814"
"Detect",3,"stdW2","Bias","2","NaN"
"VSEDetect",3,"stdW2","Bias","2","-1.09016861152199"
"VSEDetectMisclass",3,"stdW2","Bias","2","-0.292909695036177"
"naive",4,"stdW2","Bias","2","NaN"
"VSE",4,"stdW2","Bias","2","-0.211781892565399"
"Detect",4,"stdW2","Bias","2","NaN"
"VSEDetect",4,"stdW2","Bias","2","-1.30060865192293"
"VSEDetectMisclass",4,"stdW2","Bias","2","-0.104026661272359"
"naive",5,"stdW2","Bias","2","NaN"
"VSE",5,"stdW2","Bias","2","808.520783428771"
"Detect",5,"stdW2","Bias","2","NaN"
"VSEDetect",5,"stdW2","Bias","2","-1.29167096107983"
"VSEDetectMisclass",5,"stdW2","Bias","2","-0.254596792690444"
"naive",6,"stdW2","Bias","2","NaN"
"VSE",6,"stdW2","Bias","2","555.37738375101"
"Detect",6,"stdW2","Bias","2","NaN"
"VSEDetect",6,"stdW2","Bias","2","-1.31601100013518"
"VSEDetectMisclass",6,"stdW2","Bias","2","-0.28888880056201"
"naive",7,"stdW2","Bias","2","NaN"
"VSE",7,"stdW2","Bias","2","-0.547200553713675"
"Detect",7,"stdW2","Bias","2","NaN"
"VSEDetect",7,"stdW2","Bias","2","-1.12696460976353"
"VSEDetectMisclass",7,"stdW2","Bias","2","-0.371997225555053"
"naive",8,"stdW2","Bias","2","NaN"
"VSE",8,"stdW2","Bias","2","-0.0990859046662793"
"Detect",8,"stdW2","Bias","2","NaN"
"VSEDetect",8,"stdW2","Bias","2","-1.29630303637196"
"VSEDetectMisclass",8,"stdW2","Bias","2","-0.31034263240993"
"naive",9,"stdW2","Bias","2","NaN"
"VSE",9,"stdW2","Bias","2","-0.428663499790819"
"Detect",9,"stdW2","Bias","2","NaN"
"VSEDetect",9,"stdW2","Bias","2","-1.20077123424773"
"VSEDetectMisclass",9,"stdW2","Bias","2","-0.411713535704594"
"naive",10,"stdW2","Bias","2","NaN"
"VSE",10,"stdW2","Bias","2","-0.132795729012228"
"Detect",10,"stdW2","Bias","2","NaN"
"VSEDetect",10,"stdW2","Bias","2","-1.28602023228446"
"VSEDetectMisclass",10,"stdW2","Bias","2","-0.147553820234683"
"naive",11,"stdW2","Bias","2","NaN"
"VSE",11,"stdW2","Bias","2","-0.357652819575185"
"Detect",11,"stdW2","Bias","2","NaN"
"VSEDetect",11,"stdW2","Bias","2","-1.27802154255037"
"VSEDetectMisclass",11,"stdW2","Bias","2","-0.336448913433617"
"naive",12,"stdW2","Bias","2","NaN"
"VSE",12,"stdW2","Bias","2","1262.42271473011"
"Detect",12,"stdW2","Bias","2","NaN"
"VSEDetect",12,"stdW2","Bias","2","-1.30129412876372"
"VSEDetectMisclass",12,"stdW2","Bias","2","-0.388906980905152"
"naive",13,"stdW2","Bias","2","NaN"
"VSE",13,"stdW2","Bias","2","855.632890847988"
"Detect",13,"stdW2","Bias","2","NaN"
"VSEDetect",13,"stdW2","Bias","2","-1.07285791038043"
"VSEDetectMisclass",13,"stdW2","Bias","2","-0.459420848081616"
"naive",14,"stdW2","Bias","2","NaN"
"VSE",14,"stdW2","Bias","2","-0.434194517276523"
"Detect",14,"stdW2","Bias","2","NaN"
"VSEDetect",14,"stdW2","Bias","2","-1.26129531622711"
"VSEDetectMisclass",14,"stdW2","Bias","2","-0.354716802355601"
"naive",15,"stdW2","Bias","2","NaN"
"VSE",15,"stdW2","Bias","2","-0.233814838579876"
"Detect",15,"stdW2","Bias","2","NaN"
"VSEDetect",15,"stdW2","Bias","2","-1.30854591327589"
"VSEDetectMisclass",15,"stdW2","Bias","2","-0.198570576694083"
"naive",16,"stdW2","Bias","2","NaN"
"VSE",16,"stdW2","Bias","2","644.511976412547"
"Detect",16,"stdW2","Bias","2","NaN"
"VSEDetect",16,"stdW2","Bias","2","-1.30174813708574"
"VSEDetectMisclass",16,"stdW2","Bias","2","-0.245167135612753"
"naive",17,"stdW2","Bias","2","NaN"
"VSE",17,"stdW2","Bias","2","36960.3038969078"
"Detect",17,"stdW2","Bias","2","NaN"
"VSEDetect",17,"stdW2","Bias","2","-1.2768623361925"
"VSEDetectMisclass",17,"stdW2","Bias","2","-0.215563954855971"
"naive",18,"stdW2","Bias","2","NaN"
"VSE",18,"stdW2","Bias","2","-0.293461570433186"
"Detect",18,"stdW2","Bias","2","NaN"
"VSEDetect",18,"stdW2","Bias","2","-1.26105826663403"
"VSEDetectMisclass",18,"stdW2","Bias","2","-0.369728167478885"
"naive",19,"stdW2","Bias","2","NaN"
"VSE",19,"stdW2","Bias","2","-0.479626989824083"
"Detect",19,"stdW2","Bias","2","NaN"
"VSEDetect",19,"stdW2","Bias","2","-1.27759505539056"
"VSEDetectMisclass",19,"stdW2","Bias","2","-0.248823750977701"
"naive",20,"stdW2","Bias","2","NaN"
"VSE",20,"stdW2","Bias","2","812.824987483346"
"Detect",20,"stdW2","Bias","2","NaN"
"VSEDetect",20,"stdW2","Bias","2","-1.27656081013098"
"VSEDetectMisclass",20,"stdW2","Bias","2","-0.446226867421675"
"naive",21,"stdW2","Bias","2","NaN"
"VSE",21,"stdW2","Bias","2","-1.09724287666145"
"Detect",21,"stdW2","Bias","2","NaN"
"VSEDetect",21,"stdW2","Bias","2","-1.30217116848551"
"VSEDetectMisclass",21,"stdW2","Bias","2","-0.227843376482671"
"naive",22,"stdW2","Bias","2","NaN"
"VSE",22,"stdW2","Bias","2","-1.35145396989955"
"Detect",22,"stdW2","Bias","2","NaN"
"VSEDetect",22,"stdW2","Bias","2","-1.27519006968391"
"VSEDetectMisclass",22,"stdW2","Bias","2","-0.234640993470276"
"naive",23,"stdW2","Bias","2","NaN"
"VSE",23,"stdW2","Bias","2","-1.22893196390435"
"Detect",23,"stdW2","Bias","2","NaN"
"VSEDetect",23,"stdW2","Bias","2","-1.28987413891975"
"VSEDetectMisclass",23,"stdW2","Bias","2","-0.618772892565989"
"naive",24,"stdW2","Bias","2","NaN"
"VSE",24,"stdW2","Bias","2","-1.31082499047256"
"Detect",24,"stdW2","Bias","2","NaN"
"VSEDetect",24,"stdW2","Bias","2","-1.28982991550994"
"VSEDetectMisclass",24,"stdW2","Bias","2","-0.454504414313593"
"naive",25,"stdW2","Bias","2","NaN"
"VSE",25,"stdW2","Bias","2","-1.29630187367145"
"Detect",25,"stdW2","Bias","2","NaN"
"VSEDetect",25,"stdW2","Bias","2","-1.29902316079458"
"VSEDetectMisclass",25,"stdW2","Bias","2","-0.178810400543026"
"naive",26,"stdW2","Bias","2","NaN"
"VSE",26,"stdW2","Bias","2","-1.3461170723721"
"Detect",26,"stdW2","Bias","2","NaN"
"VSEDetect",26,"stdW2","Bias","2","-1.27654626213535"
"VSEDetectMisclass",26,"stdW2","Bias","2","-0.224601255813346"
"naive",27,"stdW2","Bias","2","NaN"
"VSE",27,"stdW2","Bias","2","-1.3048771269614"
"Detect",27,"stdW2","Bias","2","NaN"
"VSEDetect",27,"stdW2","Bias","2","-0.926889821217459"
"VSEDetectMisclass",27,"stdW2","Bias","2","-0.303507342655438"
"naive",28,"stdW2","Bias","2","NaN"
"VSE",28,"stdW2","Bias","2","-1.24676675783435"
"Detect",28,"stdW2","Bias","2","NaN"
"VSEDetect",28,"stdW2","Bias","2","-1.27436635492271"
"VSEDetectMisclass",28,"stdW2","Bias","2","0.163551006586585"
"naive",29,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",29,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",29,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",29,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",29,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",30,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",30,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",30,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",30,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",30,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",31,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",31,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",31,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",31,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",31,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",32,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",32,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",32,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",32,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",32,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",33,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",33,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",33,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",33,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",33,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",34,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",34,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"Detect",34,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetect",34,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSEDetectMisclass",34,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"naive",35,"stdW2","Bias","2","Error in data.frame(beta0_Bias_1 = beta0Bias[1], beta0_Bias_2 = beta0Bias[2],  : 
  arguments imply differing number of rows: 1, 0
"
"VSE",35,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",35,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",35,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",35,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",36,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",36,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",36,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",36,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",36,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",37,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",37,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",37,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",37,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",37,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",38,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",38,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",38,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",38,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",38,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",39,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",39,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",39,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",39,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",39,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",40,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",40,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",40,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",40,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",40,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",41,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",41,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",41,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",41,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",41,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",42,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSE",42,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"Detect",42,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetect",42,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"VSEDetectMisclass",42,"stdW2","Bias","2","Error in readChar(con, 5L, useBytes = TRUE) : cannot open the connection
"
"naive",1,"stdW2","RMSE","2","NaN"
"VSE",1,"stdW2","RMSE","2","0.00957814960934874"
"Detect",1,"stdW2","RMSE","2","NaN"
"VSEDetect",1,"stdW2","RMSE","2","0.227396450074476"
"VSEDetectMisclass",1,"stdW2","RMSE","2","0.025018315399698"
"naive",2,"stdW2","RMSE","2","NaN"
"VSE",2,"stdW2","RMSE","2","357953.343240388"
"Detect",2,"stdW2","RMSE","2","NaN"
"VSEDetect",2,"stdW2","RMSE","2","1.69574387530689"
"VSEDetectMisclass",2,"stdW2","RMSE","2","0.129838329372008"
"naive",3,"stdW2","RMSE","2","NaN"
"VSE",3,"stdW2","RMSE","2","1167277.03677889"
"Detect",3,"stdW2","RMSE","2","NaN"
"VSEDetect",3,"stdW2","RMSE","2","1.18846760154778"
"VSEDetectMisclass",3,"stdW2","RMSE","2","0.0857960894461863"
"naive",4,"stdW2","RMSE","2","NaN"
"VSE",4,"stdW2","RMSE","2","0.0448515700185823"
"Detect",4,"stdW2","RMSE","2","NaN"
"VSEDetect",4,"stdW2","RMSE","2","1.69158286545678"
"VSEDetectMisclass",4,"stdW2","RMSE","2","0.0108215462554741"
"naive",5,"stdW2","RMSE","2","NaN"
"VSE",5,"stdW2","RMSE","2","653705.857236274"
"Detect",5,"stdW2","RMSE","2","NaN"
"VSEDetect",5,"stdW2","RMSE","2","1.66841387169688"
"VSEDetectMisclass",5,"stdW2","RMSE","2","0.0648195268482607"
"naive",6,"stdW2","RMSE","2","NaN"
"VSE",6,"stdW2","RMSE","2","308444.038382117"
"Detect",6,"stdW2","RMSE","2","NaN"
"VSEDetect",6,"stdW2","RMSE","2","1.73188495247681"
"VSEDetectMisclass",6,"stdW2","RMSE","2","0.0834567390901566"
"naive",7,"stdW2","RMSE","2","NaN"
"VSE",7,"stdW2","RMSE","2","0.299428445984553"
"Detect",7,"stdW2","RMSE","2","NaN"
"VSEDetect",7,"stdW2","RMSE","2","1.27004923165947"
"VSEDetectMisclass",7,"stdW2","RMSE","2","0.138381935820657"
"naive",8,"stdW2","RMSE","2","NaN"
"VSE",8,"stdW2","RMSE","2","0.00981801650353499"
"Detect",8,"stdW2","RMSE","2","NaN"
"VSEDetect",8,"stdW2","RMSE","2","1.68040156210716"
"VSEDetectMisclass",8,"stdW2","RMSE","2","0.0963125494911249"
"naive",9,"stdW2","RMSE","2","NaN"
"VSE",9,"stdW2","RMSE","2","0.183752396052913"
"Detect",9,"stdW2","RMSE","2","NaN"
"VSEDetect",9,"stdW2","RMSE","2","1.44185155699683"
"VSEDetectMisclass",9,"stdW2","RMSE","2","0.169508035482378"
"naive",10,"stdW2","RMSE","2","NaN"
"VSE",10,"stdW2","RMSE","2","0.0176347056438892"
"Detect",10,"stdW2","RMSE","2","NaN"
"VSEDetect",10,"stdW2","RMSE","2","1.65384803784498"
"VSEDetectMisclass",10,"stdW2","RMSE","2","0.0217721298658491"
"naive",11,"stdW2","RMSE","2","NaN"
"VSE",11,"stdW2","RMSE","2","0.12791553935008"
"Detect",11,"stdW2","RMSE","2","NaN"
"VSEDetect",11,"stdW2","RMSE","2","1.63333906322283"
"VSEDetectMisclass",11,"stdW2","RMSE","2","0.113197871350661"
"naive",12,"stdW2","RMSE","2","NaN"
